st,state,a_mean,tot_emp,a_median,occ_title,group,year
ID,Idaho,24570.0,18710.0,23010,Healthcare Support Occupations,major,2010
ID,Idaho,38260.0,12110.0,35030,Protective Service Occupations,major,2010
ID,Idaho,19520.0,49330.0,18050,Food Preparation and Serving Related Occupations,major,2010
ID,Idaho,24000.0,19850.0,21860,Building and Grounds Cleaning and Maintenance Occupations,major,2010
ID,Idaho,21560.0,14830.0,18730,Personal Care and Service Occupations,major,2010
ID,Idaho,33310.0,61370.0,22990,Sales and Related Occupations,major,2010
ID,Idaho,30000.0,95120.0,27680,Office and Administrative Support Occupations,major,2010
ID,Idaho,28750.0,5170.0,23580,"Farming, Fishing, and Forestry Occupations",major,2010
ID,Idaho,38160.0,29920.0,35510,Construction and Extraction Occupations,major,2010
ID,Idaho,39120.0,24740.0,36610,"Installation, Maintenance, and Repair Occupations",major,2010
ID,Idaho,31030.0,36780.0,28310,Production Occupations,major,2010
ID,Idaho,29920.0,41270.0,27780,Transportation and Material Moving Occupations,major,2010
IL,Illinois,100510.0,299890.0,87250,Management Occupations,major,2010
IL,Illinois,67530.0,313360.0,59790,Business and Financial Operations Occupations,major,2010
IL,Illinois,75130.0,127260.0,71990,Computer and Mathematical Occupations,major,2010
IL,Illinois,73270.0,83630.0,68300,Architecture and Engineering Occupations,major,2010
IL,Illinois,73990.0,33940.0,65470,"Life, Physical, and Social Science Occupations",major,2010
IL,Illinois,45530.0,74910.0,39810,Community and Social Service Occupations,major,2010
IL,Illinois,107770.0,43850.0,87540,Legal Occupations,major,2010
IL,Illinois,56290.0,405940.0,48850,"Education, Training, and Library Occupations",major,2010
IL,Illinois,49240.0,69980.0,41860,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
IL,Illinois,70440.0,320770.0,58760,Healthcare Practitioners and Technical Occupations,major,2010
IL,Illinois,27290.0,154460.0,24300,Healthcare Support Occupations,major,2010
IL,Illinois,46500.0,140030.0,38240,Protective Service Occupations,major,2010
IL,Illinois,21380.0,441480.0,18900,Food Preparation and Serving Related Occupations,major,2010
IL,Illinois,26720.0,184030.0,23170,Building and Grounds Cleaning and Maintenance Occupations,major,2010
IL,Illinois,25720.0,128310.0,20650,Personal Care and Service Occupations,major,2010
IL,Illinois,39220.0,583370.0,24510,Sales and Related Occupations,major,2010
IL,Illinois,34370.0,880460.0,31390,Office and Administrative Support Occupations,major,2010
IL,Illinois,32050.0,5170.0,27380,"Farming, Fishing, and Forestry Occupations",major,2010
IL,Illinois,54970.0,205920.0,54580,Construction and Extraction Occupations,major,2010
IL,Illinois,45500.0,184440.0,42820,"Installation, Maintenance, and Repair Occupations",major,2010
IL,Illinois,34660.0,413970.0,30720,Production Occupations,major,2010
IL,Illinois,33670.0,433260.0,28400,Transportation and Material Moving Occupations,major,2010
IN,Indiana,90890.0,104600.0,78630,Management Occupations,major,2010
IN,Indiana,60070.0,92730.0,54110,Business and Financial Operations Occupations,major,2010
IN,Indiana,64170.0,46930.0,61350,Computer and Mathematical Occupations,major,2010
IN,Indiana,65590.0,44260.0,62540,Architecture and Engineering Occupations,major,2010
IN,Indiana,53630.0,17180.0,46200,"Life, Physical, and Social Science Occupations",major,2010
IN,Indiana,39660.0,28990.0,35450,Community and Social Service Occupations,major,2010
IN,Indiana,73470.0,13070.0,52640,Legal Occupations,major,2010
IN,Indiana,43810.0,167010.0,39830,"Education, Training, and Library Occupations",major,2010
IN,Indiana,38090.0,30730.0,31940,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
IN,Indiana,63790.0,171680.0,50640,Healthcare Practitioners and Technical Occupations,major,2010
IN,Indiana,25890.0,84450.0,23760,Healthcare Support Occupations,major,2010
IN,Indiana,36190.0,57040.0,34350,Protective Service Occupations,major,2010
IN,Indiana,19850.0,253280.0,18120,Food Preparation and Serving Related Occupations,major,2010
IN,Indiana,23990.0,82820.0,21500,Building and Grounds Cleaning and Maintenance Occupations,major,2010
IN,Indiana,23560.0,62710.0,19820,Personal Care and Service Occupations,major,2010
IN,Indiana,34160.0,282550.0,22740,Sales and Related Occupations,major,2010
IN,Indiana,30960.0,417320.0,28520,Office and Administrative Support Occupations,major,2010
IN,Indiana,27410.0,3080.0,25790,"Farming, Fishing, and Forestry Occupations",major,2010
IN,Indiana,44750.0,106990.0,41210,Construction and Extraction Occupations,major,2010
IN,Indiana,41760.0,114700.0,39260,"Installation, Maintenance, and Repair Occupations",major,2010
IN,Indiana,33830.0,307690.0,30970,Production Occupations,major,2010
IN,Indiana,31870.0,235040.0,28690,Transportation and Material Moving Occupations,major,2010
IA,Iowa,85720.0,58230.0,75650,Management Occupations,major,2010
IA,Iowa,56150.0,58810.0,52020,Business and Financial Operations Occupations,major,2010
IA,Iowa,63550.0,26800.0,61690,Computer and Mathematical Occupations,major,2010
IA,Iowa,64870.0,17830.0,61870,Architecture and Engineering Occupations,major,2010
IA,Iowa,53630.0,10920.0,48950,"Life, Physical, and Social Science Occupations",major,2010
IA,Iowa,36760.0,24540.0,34540,Community and Social Service Occupations,major,2010
IA,Iowa,70570.0,6830.0,55080,Legal Occupations,major,2010
IA,Iowa,43020.0,97730.0,37750,"Education, Training, and Library Occupations",major,2010
IA,Iowa,37800.0,18190.0,30740,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
IA,Iowa,60770.0,79000.0,48010,Healthcare Practitioners and Technical Occupations,major,2010
IA,Iowa,25640.0,47290.0,23930,Healthcare Support Occupations,major,2010
IA,Iowa,37270.0,22240.0,35710,Protective Service Occupations,major,2010
IA,Iowa,19480.0,124030.0,18070,Food Preparation and Serving Related Occupations,major,2010
IA,Iowa,23830.0,45620.0,21750,Building and Grounds Cleaning and Maintenance Occupations,major,2010
IA,Iowa,23400.0,34840.0,19360,Personal Care and Service Occupations,major,2010
IA,Iowa,32140.0,155450.0,22270,Sales and Related Occupations,major,2010
IA,Iowa,30680.0,226670.0,28470,Office and Administrative Support Occupations,major,2010
IA,Iowa,28840.0,5570.0,25130,"Farming, Fishing, and Forestry Occupations",major,2010
IA,Iowa,39550.0,58370.0,37070,Construction and Extraction Occupations,major,2010
IA,Iowa,39720.0,63590.0,37920,"Installation, Maintenance, and Repair Occupations",major,2010
IA,Iowa,32110.0,145540.0,29890,Production Occupations,major,2010
IA,Iowa,31610.0,110430.0,29030,Transportation and Material Moving Occupations,major,2010
KS,Kansas,91520.0,58060.0,80100,Management Occupations,major,2010
KS,Kansas,60340.0,57490.0,54650,Business and Financial Operations Occupations,major,2010
KS,Kansas,66830.0,27620.0,62520,Computer and Mathematical Occupations,major,2010
KS,Kansas,68020.0,23010.0,64610,Architecture and Engineering Occupations,major,2010
KS,Kansas,57620.0,9050.0,51930,"Life, Physical, and Social Science Occupations",major,2010
KS,Kansas,37160.0,15490.0,35080,Community and Social Service Occupations,major,2010
KS,Kansas,78410.0,7610.0,57150,Legal Occupations,major,2010
KS,Kansas,41140.0,92090.0,38900,"Education, Training, and Library Occupations",major,2010
KS,Kansas,37590.0,16580.0,32310,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
KS,Kansas,64100.0,74660.0,50610,Healthcare Practitioners and Technical Occupations,major,2010
KS,Kansas,24990.0,42640.0,23050,Healthcare Support Occupations,major,2010
KS,Kansas,36250.0,26990.0,32210,Protective Service Occupations,major,2010
KS,Kansas,19550.0,111300.0,18010,Food Preparation and Serving Related Occupations,major,2010
KS,Kansas,23460.0,41980.0,21080,Building and Grounds Cleaning and Maintenance Occupations,major,2010
KS,Kansas,22000.0,36960.0,18970,Personal Care and Service Occupations,major,2010
KS,Kansas,34880.0,131100.0,23240,Sales and Related Occupations,major,2010
KS,Kansas,29880.0,215830.0,27700,Office and Administrative Support Occupations,major,2010
KS,Kansas,39290.0,59200.0,34840,Construction and Extraction Occupations,major,2010
KS,Kansas,41160.0,56200.0,38560,"Installation, Maintenance, and Repair Occupations",major,2010
KS,Kansas,33630.0,108310.0,30040,Production Occupations,major,2010
KS,Kansas,31200.0,89720.0,27730,Transportation and Material Moving Occupations,major,2010
KY,Kentucky,84420.0,78120.0,74150,Management Occupations,major,2010
KY,Kentucky,54660.0,57280.0,49640,Business and Financial Operations Occupations,major,2010
KY,Kentucky,61990.0,26740.0,58560,Computer and Mathematical Occupations,major,2010
KY,Kentucky,62830.0,22290.0,59450,Architecture and Engineering Occupations,major,2010
KY,Kentucky,50440.0,9450.0,46920,"Life, Physical, and Social Science Occupations",major,2010
KY,Kentucky,37700.0,24080.0,35720,Community and Social Service Occupations,major,2010
KY,Kentucky,71740.0,10430.0,54180,Legal Occupations,major,2010
KY,Kentucky,46790.0,109080.0,44540,"Education, Training, and Library Occupations",major,2010
KY,Kentucky,37780.0,15770.0,33750,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
KY,Kentucky,62020.0,112830.0,50760,Healthcare Practitioners and Technical Occupations,major,2010
KY,Kentucky,25840.0,50090.0,24280,Healthcare Support Occupations,major,2010
KY,Kentucky,32230.0,36430.0,28600,Protective Service Occupations,major,2010
KY,Kentucky,19310.0,158460.0,17830,Food Preparation and Serving Related Occupations,major,2010
KY,Kentucky,21950.0,51270.0,19630,Building and Grounds Cleaning and Maintenance Occupations,major,2010
KY,Kentucky,22310.0,37990.0,19150,Personal Care and Service Occupations,major,2010
KY,Kentucky,31330.0,173470.0,20910,Sales and Related Occupations,major,2010
KY,Kentucky,29830.0,281170.0,27730,Office and Administrative Support Occupations,major,2010
KY,Kentucky,25030.0,4710.0,22420,"Farming, Fishing, and Forestry Occupations",major,2010
KY,Kentucky,38640.0,72450.0,36020,Construction and Extraction Occupations,major,2010
KY,Kentucky,39170.0,77290.0,36840,"Installation, Maintenance, and Repair Occupations",major,2010
KY,Kentucky,33400.0,156950.0,30640,Production Occupations,major,2010
KY,Kentucky,33710.0,149710.0,28010,Transportation and Material Moving Occupations,major,2010
LA,Louisiana,85930.0,82130.0,72830,Management Occupations,major,2010
LA,Louisiana,55340.0,56670.0,50280,Business and Financial Operations Occupations,major,2010
LA,Louisiana,58500.0,18060.0,54810,Computer and Mathematical Occupations,major,2010
LA,Louisiana,73670.0,32880.0,67260,Architecture and Engineering Occupations,major,2010
LA,Louisiana,59510.0,11150.0,55510,"Life, Physical, and Social Science Occupations",major,2010
LA,Louisiana,39850.0,27580.0,38200,Community and Social Service Occupations,major,2010
LA,Louisiana,72890.0,14200.0,55000,Legal Occupations,major,2010
LA,Louisiana,43690.0,109660.0,44330,"Education, Training, and Library Occupations",major,2010
LA,Louisiana,40550.0,15760.0,33870,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
LA,Louisiana,60870.0,117510.0,49840,Healthcare Practitioners and Technical Occupations,major,2010
LA,Louisiana,22410.0,58010.0,20400,Healthcare Support Occupations,major,2010
LA,Louisiana,34970.0,55860.0,31230,Protective Service Occupations,major,2010
LA,Louisiana,19530.0,160260.0,17740,Food Preparation and Serving Related Occupations,major,2010
LA,Louisiana,21260.0,55630.0,19120,Building and Grounds Cleaning and Maintenance Occupations,major,2010
LA,Louisiana,21620.0,53580.0,18540,Personal Care and Service Occupations,major,2010
LA,Louisiana,29630.0,198990.0,21130,Sales and Related Occupations,major,2010
LA,Louisiana,29060.0,290970.0,26660,Office and Administrative Support Occupations,major,2010
LA,Louisiana,31720.0,3830.0,30070,"Farming, Fishing, and Forestry Occupations",major,2010
LA,Louisiana,37850.0,112430.0,34820,Construction and Extraction Occupations,major,2010
LA,Louisiana,39190.0,100660.0,36540,"Installation, Maintenance, and Repair Occupations",major,2010
LA,Louisiana,38560.0,110730.0,35250,Production Occupations,major,2010
LA,Louisiana,33450.0,146280.0,28200,Transportation and Material Moving Occupations,major,2010
ME,Maine,78940.0,31090.0,70410,Management Occupations,major,2010
ME,Maine,57730.0,20740.0,52480,Business and Financial Operations Occupations,major,2010
ME,Maine,61480.0,9060.0,59200,Computer and Mathematical Occupations,major,2010
ME,Maine,65920.0,9050.0,60190,Architecture and Engineering Occupations,major,2010
ME,Maine,57470.0,4460.0,49260,"Life, Physical, and Social Science Occupations",major,2010
ME,Maine,38780.0,11700.0,36430,Community and Social Service Occupations,major,2010
ME,Maine,72870.0,3760.0,55880,Legal Occupations,major,2010
ME,Maine,42930.0,41070.0,39460,"Education, Training, and Library Occupations",major,2010
ME,Maine,37920.0,6910.0,32290,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
ME,Maine,72890.0,38460.0,57090,Healthcare Practitioners and Technical Occupations,major,2010
ME,Maine,26050.0,23300.0,24430,Healthcare Support Occupations,major,2010
ME,Maine,34760.0,11450.0,32780,Protective Service Occupations,major,2010
ME,Maine,21200.0,51520.0,18830,Food Preparation and Serving Related Occupations,major,2010
ME,Maine,25910.0,20190.0,24110,Building and Grounds Cleaning and Maintenance Occupations,major,2010
ME,Maine,23650.0,15860.0,21150,Personal Care and Service Occupations,major,2010
ME,Maine,31570.0,58680.0,23270,Sales and Related Occupations,major,2010
ME,Maine,30820.0,96290.0,29160,Office and Administrative Support Occupations,major,2010
ME,Maine,31190.0,2380.0,29430,"Farming, Fishing, and Forestry Occupations",major,2010
ME,Maine,37970.0,25060.0,36140,Construction and Extraction Occupations,major,2010
ME,Maine,40700.0,24290.0,38860,"Installation, Maintenance, and Repair Occupations",major,2010
ME,Maine,34980.0,35270.0,32360,Production Occupations,major,2010
ME,Maine,30290.0,36820.0,27730,Transportation and Material Moving Occupations,major,2010
MD,Maryland,109600.0,149070.0,98430,Management Occupations,major,2010
MD,Maryland,74080.0,149820.0,67620,Business and Financial Operations Occupations,major,2010
MD,Maryland,85490.0,100170.0,83320,Computer and Mathematical Occupations,major,2010
MD,Maryland,84380.0,58230.0,79340,Architecture and Engineering Occupations,major,2010
MD,Maryland,83140.0,36280.0,76000,"Life, Physical, and Social Science Occupations",major,2010
MD,Maryland,48050.0,37410.0,43770,Community and Social Service Occupations,major,2010
